Sport,Sporting Event Name,athletes,country_name,athlete_full_name,Olympic Host,Olympic Name,Year
Speed skating,2x500m women,,United States of America,Elli OCHOWICZ,Canada,Vancouver 2010,2010
Speed skating,1000m women,,United States of America,Rebekah BRADFORD,Canada,Vancouver 2010,2010
Speed skating,1000m women,,Australia,Sophie MUIR,Canada,Vancouver 2010,2010
Speed skating,2x500m women,,Australia,Sophie MUIR,Canada,Vancouver 2010,2010
Speed skating,1000m women,,People's Republic of China,Hui REN,Canada,Vancouver 2010,2010
Speed skating,1000m women,,Japan,Tomomi OKAZAKI,Canada,Vancouver 2010,2010
Speed skating,2x500m women,,Japan,Tomomi OKAZAKI,Canada,Vancouver 2010,2010
Speed skating,1000m women,,Republic of Korea,You-Lim KIM,Canada,Vancouver 2010,2010
Speed skating,2x500m women,,People's Republic of China,Aihua XING,Canada,Vancouver 2010,2010
Speed skating,2x500m women,,Japan,Shihomi SHINYA,Canada,Vancouver 2010,2010
Speed skating,2x500m women,,Netherlands,Thijsje OENEMA,Canada,Vancouver 2010,2010
Speed skating,2x500m women,,Russian Federation,Svetlana KAYKAN,Canada,Vancouver 2010,2010
Speed skating,2x500m women,,Republic of Korea,Jee-Min AN,Canada,Vancouver 2010,2010
Speed skating,2x500m women,,Republic of Korea,Min-Jee OH,Canada,Vancouver 2010,2010
Speed skating,2x500m women,,Belarus,Svetlana RADKEVICH,Canada,Vancouver 2010,2010
Speed skating,2x500m women,,Russian Federation,Yulia NEMAYA,Canada,Vancouver 2010,2010
Speed skating,1500m men,,United States of America,Chad HEDRICK,Canada,Vancouver 2010,2010
Speed skating,1000m men,,United States of America,Chad HEDRICK,Canada,Vancouver 2010,2010
Speed skating,5000m men,,United States of America,Chad HEDRICK,Canada,Vancouver 2010,2010
Speed skating,1500m men,,Netherlands,Simon KUIPERS,Canada,Vancouver 2010,2010
Speed skating,1000m men,,Netherlands,Simon KUIPERS,Canada,Vancouver 2010,2010
Speed skating,2x500m men,,Netherlands,Simon KUIPERS,Canada,Vancouver 2010,2010
Speed skating,1500m men,,Norway,Mikael Flygind LARSEN,Canada,Vancouver 2010,2010
Speed skating,1000m men,,Norway,Mikael Flygind LARSEN,Canada,Vancouver 2010,2010
Speed skating,1500m men,,Italy,Enrico FABRIS,Canada,Vancouver 2010,2010
Speed skating,10000m men,,Italy,Enrico FABRIS,Canada,Vancouver 2010,2010
Speed skating,5000m men,,Italy,Enrico FABRIS,Canada,Vancouver 2010,2010
Speed skating,1500m men,,Russian Federation,Yevgeny LALENKOV,Canada,Vancouver 2010,2010
Speed skating,1000m men,,Russian Federation,Yevgeny LALENKOV,Canada,Vancouver 2010,2010
Speed skating,2x500m men,,Russian Federation,Yevgeny LALENKOV,Canada,Vancouver 2010,2010
Speed skating,1500m men,,United States of America,Trevor MARSICANO,Canada,Vancouver 2010,2010
Speed skating,1000m men,,United States of America,Trevor MARSICANO,Canada,Vancouver 2010,2010
Speed skating,5000m men,,United States of America,Trevor MARSICANO,Canada,Vancouver 2010,2010
Speed skating,1500m men,,Norway,Christoffer Fagerli RUKKE,Canada,Vancouver 2010,2010
Speed skating,1000m men,,Norway,Christoffer Fagerli RUKKE,Canada,Vancouver 2010,2010
Speed skating,1500m men,,Republic of Korea,Jong Woo LEE,Canada,Vancouver 2010,2010
Speed skating,1500m men,,Sweden,Joel ERIKSSON,Canada,Vancouver 2010,2010
Speed skating,1500m men,,Sweden,Daniel FRIBERG,Canada,Vancouver 2010,2010
Speed skating,1500m men,,Japan,Teruhiro SUGIMORI,Canada,Vancouver 2010,2010
Speed skating,1000m men,,Japan,Teruhiro SUGIMORI,Canada,Vancouver 2010,2010
Speed skating,1500m men,,Sweden,Johan ROJLER,Canada,Vancouver 2010,2010
Speed skating,5000m men,,Sweden,Johan ROJLER,Canada,Vancouver 2010,2010
Speed skating,1500m men,,Norway,Fredrik VAN DER HORST,Canada,Vancouver 2010,2010
Speed skating,1500m men,,Japan,Shingo DOI,Canada,Vancouver 2010,2010
Speed skating,1500m men,,Republic of Korea,Hong-Sun HA,Canada,Vancouver 2010,2010
Speed skating,1500m men,,France,Pascal BRIAND,Canada,Vancouver 2010,2010
Speed skating,1500m men,,People's Republic of China,Xuefeng GAO,Canada,Vancouver 2010,2010
Speed skating,1500m men,,People's Republic of China,Longjiang SUN,Canada,Vancouver 2010,2010
Speed skating,1500m men,,Russian Federation,Aleksandr LEBEDEV,Canada,Vancouver 2010,2010
Speed skating,1000m men,,Russian Federation,Aleksandr LEBEDEV,Canada,Vancouver 2010,2010
Speed skating,2x500m men,,Russian Federation,Aleksandr LEBEDEV,Canada,Vancouver 2010,2010
Speed skating,1500m men,,Canada,Kyle PARROT,Canada,Vancouver 2010,2010
Speed skating,1000m men,,Canada,Kyle PARROT,Canada,Vancouver 2010,2010
Speed skating,2x500m men,,Canada,Kyle PARROT,Canada,Vancouver 2010,2010
Speed skating,1500m women,,Russian Federation,Alla SHABANOVA,Canada,Vancouver 2010,2010
Speed skating,1500m women,,People's Republic of China,Fei WANG,Canada,Vancouver 2010,2010
Speed skating,3000m women,,People's Republic of China,Fei WANG,Canada,Vancouver 2010,2010
Speed skating,1500m women,,Germany,Isabell OST,Canada,Vancouver 2010,2010
Speed skating,1500m women,,United States of America,Catherine RANEY NORMAN,Canada,Vancouver 2010,2010
Speed skating,3000m women,,United States of America,Catherine RANEY NORMAN,Canada,Vancouver 2010,2010
Speed skating,1500m women,,Russian Federation,Yekaterina ABRAMOVA,Canada,Vancouver 2010,2010
Speed skating,1500m women,,Republic of Korea,Ju-Youn LEE,Canada,Vancouver 2010,2010
Speed skating,3000m women,,Republic of Korea,Ju-Youn LEE,Canada,Vancouver 2010,2010
Speed skating,3000m women,,United States of America,Nancy SWIDER-PELZ JR.,Canada,Vancouver 2010,2010
Speed skating,3000m women,,Netherlands,Renate GROENEWOLD,Canada,Vancouver 2010,2010
Speed skating,3000m women,,Netherlands,Diane VALKENBURG,Canada,Vancouver 2010,2010
Speed skating,3000m women,,Russian Federation,Galina LIKHACHOVA,Canada,Vancouver 2010,2010
Speed skating,3000m women,,Japan,Eri NATORI,Canada,Vancouver 2010,2010
Speed skating,3000m women,,People's Republic of China,Chunyan FU,Canada,Vancouver 2010,2010
Speed skating,3000m women,,Republic of Korea,Do-Yeong PARK,Canada,Vancouver 2010,2010
Speed skating,1000m men,,United States of America,Nick PEARSON,Canada,Vancouver 2010,2010
Speed skating,2x500m men,,United States of America,Nick PEARSON,Canada,Vancouver 2010,2010
Speed skating,1000m men,,Netherlands,Jan BOS,Canada,Vancouver 2010,2010
Speed skating,2x500m men,,Netherlands,Jan BOS,Canada,Vancouver 2010,2010
Speed skating,1000m men,,Canada,Jeremy WOTHERSPOON,Canada,Vancouver 2010,2010
Speed skating,2x500m men,,Canada,Jeremy WOTHERSPOON,Canada,Vancouver 2010,2010
Speed skating,1000m men,,Japan,Tadashi OBARA,Canada,Vancouver 2010,2010
Speed skating,1000m men,,Republic of Korea,Joon MUN,Canada,Vancouver 2010,2010
Speed skating,2x500m men,,Republic of Korea,Joon MUN,Canada,Vancouver 2010,2010
Speed skating,1000m men,,Canada,François Olivier ROBERGE,Canada,Vancouver 2010,2010
Speed skating,1000m men,,Japan,Ryohei HAGA,Canada,Vancouver 2010,2010
Speed skating,1000m men,,People's Republic of China,Nan WANG,Canada,Vancouver 2010,2010
Speed skating,2x500m men,,People's Republic of China,Nan WANG,Canada,Vancouver 2010,2010
Speed skating,1000m men,,Poland,Maciej USTYNOWICZ,Canada,Vancouver 2010,2010
Speed skating,2x500m men,,Poland,Maciej USTYNOWICZ,Canada,Vancouver 2010,2010
Speed skating,1000m men,,Italy,Ermanno IORIATTI,Canada,Vancouver 2010,2010
Speed skating,2x500m men,,Italy,Ermanno IORIATTI,Canada,Vancouver 2010,2010
Speed skating,1000m men,,Finland,Tuomas NIEMINEN,Canada,Vancouver 2010,2010
Speed skating,2x500m men,,Finland,Tuomas NIEMINEN,Canada,Vancouver 2010,2010
Speed skating,1000m men,,Republic of Korea,Ki-Ho LEE,Canada,Vancouver 2010,2010
Speed skating,10000m men,,Norway,Sverre HAUGLI,Canada,Vancouver 2010,2010
Speed skating,5000m men,,Norway,Sverre HAUGLI,Canada,Vancouver 2010,2010
Speed skating,10000m men,,Norway,Henrik CHRISTIANSEN,Canada,Vancouver 2010,2010
Speed skating,5000m men,,Norway,Henrik CHRISTIANSEN,Canada,Vancouver 2010,2010
Speed skating,10000m men,,Netherlands,Arjen VAN DE KIEFT,Canada,Vancouver 2010,2010
Speed skating,10000m men,,Germany,Marco WEBER,Canada,Vancouver 2010,2010
Speed skating,5000m men,,Germany,Marco WEBER,Canada,Vancouver 2010,2010
Speed skating,10000m men,,Japan,Hiroki HIRAKO,Canada,Vancouver 2010,2010
Speed skating,5000m men,,Japan,Hiroki HIRAKO,Canada,Vancouver 2010,2010
Speed skating,10000m men,,United States of America,Ryan BEDFORD,Canada,Vancouver 2010,2010
Speed skating,2x500m men,,People's Republic of China,Fengtong YU,Canada,Vancouver 2010,2010
Speed skating,2x500m men,,People's Republic of China,Zhongqi ZHANG,Canada,Vancouver 2010,2010
Speed skating,2x500m men,,Canada,Michael IRELAND,Canada,Vancouver 2010,2010
Speed skating,2x500m men,,Japan,Akio OHTA,Canada,Vancouver 2010,2010
Speed skating,2x500m men,,People's Republic of China,Fangyi LIU,Canada,Vancouver 2010,2010
Speed skating,2x500m men,,Finland,Markus PUOLAKKA,Canada,Vancouver 2010,2010
Speed skating,2x500m men,,Russian Federation,Timofey SKOPIN,Canada,Vancouver 2010,2010
Speed skating,2x500m men,,Poland,Maciej BIEGA,Canada,Vancouver 2010,2010
Speed skating,5000m men,,Poland,Slawomir CHMURA,Canada,Vancouver 2010,2010
Speed skating,5000m men,,Switzerland,Roger SCHNEIDER,Canada,Vancouver 2010,2010
Speed skating,5000m men,,Italy,Luca STEFANI,Canada,Vancouver 2010,2010
Speed skating,5000m men,,Japan,Shigeyuki DEJIMA,Canada,Vancouver 2010,2010
Short Track Speed Skating,1000m women,,People's Republic of China,Meng WANG,Canada,Vancouver 2010,2010
Short Track Speed Skating,1500m women,,People's Republic of China,Meng WANG,Canada,Vancouver 2010,2010
Short Track Speed Skating,500m women,,People's Republic of China,Meng WANG,Canada,Vancouver 2010,2010
Short Track Speed Skating,1000m women,,United States of America,Katherine REUTTER,Canada,Vancouver 2010,2010
Short Track Speed Skating,1500m women,,United States of America,Katherine REUTTER,Canada,Vancouver 2010,2010
Short Track Speed Skating,500m women,,United States of America,Katherine REUTTER,Canada,Vancouver 2010,2010
Short Track Speed Skating,1000m women,,Canada,Kalyna ROBERGE,Canada,Vancouver 2010,2010
Short Track Speed Skating,1500m women,,Canada,Kalyna ROBERGE,Canada,Vancouver 2010,2010
Short Track Speed Skating,500m women,,Canada,Kalyna ROBERGE,Canada,Vancouver 2010,2010
Short Track Speed Skating,1000m women,,Canada,Jessica GREGG,Canada,Vancouver 2010,2010
Short Track Speed Skating,500m women,,Canada,Jessica GREGG,Canada,Vancouver 2010,2010
Short Track Speed Skating,1000m women,,People's Republic of China,Linlin SUN,Canada,Vancouver 2010,2010
Short Track Speed Skating,1500m women,,People's Republic of China,Linlin SUN,Canada,Vancouver 2010,2010
Short Track Speed Skating,1000m women,,Netherlands,Annita VAN DOORN,Canada,Vancouver 2010,2010
Short Track Speed Skating,500m women,,Netherlands,Annita VAN DOORN,Canada,Vancouver 2010,2010
Short Track Speed Skating,1000m women,,France,Stephanie BOUVIER,Canada,Vancouver 2010,2010
Short Track Speed Skating,1500m women,,France,Stephanie BOUVIER,Canada,Vancouver 2010,2010
Short Track Speed Skating,500m women,,France,Stephanie BOUVIER,Canada,Vancouver 2010,2010
Short Track Speed Skating,1000m women,,Poland,Paula BZURA,Canada,Vancouver 2010,2010
Short Track Speed Skating,1500m women,,Poland,Paula BZURA,Canada,Vancouver 2010,2010
Short Track Speed Skating,1000m women,,Japan,Mika OZAWA,Canada,Vancouver 2010,2010
Short Track Speed Skating,1500m women,,Japan,Mika OZAWA,Canada,Vancouver 2010,2010
Short Track Speed Skating,1000m women,,Germany,Aika KLEIN,Canada,Vancouver 2010,2010
Short Track Speed Skating,1500m women,,Germany,Aika KLEIN,Canada,Vancouver 2010,2010
Short Track Speed Skating,500m women,,Germany,Aika KLEIN,Canada,Vancouver 2010,2010
Short Track Speed Skating,1000m women,,Canada,Tania VICENT,Canada,Vancouver 2010,2010
Short Track Speed Skating,1500m women,,Canada,Tania VICENT,Canada,Vancouver 2010,2010
Short Track Speed Skating,1000m women,,United States of America,Kimberly DERRICK,Canada,Vancouver 2010,2010
Short Track Speed Skating,1500m women,,United States of America,Kimberly DERRICK,Canada,Vancouver 2010,2010
Short Track Speed Skating,1000m women,,Italy,Cecilia MAFFEI,Canada,Vancouver 2010,2010
Short Track Speed Skating,1500m women,,Italy,Cecilia MAFFEI,Canada,Vancouver 2010,2010
Short Track Speed Skating,500m women,,Italy,Cecilia MAFFEI,Canada,Vancouver 2010,2010
Short Track Speed Skating,1000m women,,Russian Federation,Nina EVTEEVA,Canada,Vancouver 2010,2010
Short Track Speed Skating,1500m women,,Russian Federation,Nina EVTEEVA,Canada,Vancouver 2010,2010
Short Track Speed Skating,1000m women,,Bulgaria,Evgeniya RADANOVA,Canada,Vancouver 2010,2010
Short Track Speed Skating,1500m women,,Bulgaria,Evgeniya RADANOVA,Canada,Vancouver 2010,2010
Short Track Speed Skating,500m women,,Bulgaria,Evgeniya RADANOVA,Canada,Vancouver 2010,2010
Short Track Speed Skating,1000m women,,"Hong Kong, China",Yueshuang HAN,Canada,Vancouver 2010,2010
Short Track Speed Skating,1500m women,,"Hong Kong, China",Yueshuang HAN,Canada,Vancouver 2010,2010
Short Track Speed Skating,500m women,,"Hong Kong, China",Yueshuang HAN,Canada,Vancouver 2010,2010
Short Track Speed Skating,1000m women,,Hungary,Erika HUSZAR,Canada,Vancouver 2010,2010
Short Track Speed Skating,1500m women,,Hungary,Erika HUSZAR,Canada,Vancouver 2010,2010
Short Track Speed Skating,500m women,,Hungary,Erika HUSZAR,Canada,Vancouver 2010,2010
Short Track Speed Skating,1000m women,,Netherlands,Liesbeth MAU ASAM,Canada,Vancouver 2010,2010
Short Track Speed Skating,500m women,,Netherlands,Liesbeth MAU ASAM,Canada,Vancouver 2010,2010
Short Track Speed Skating,1000m women,,United States of America,Allison BAVER,Canada,Vancouver 2010,2010
Short Track Speed Skating,1500m women,,United States of America,Allison BAVER,Canada,Vancouver 2010,2010
Short Track Speed Skating,500m men,,Republic of Korea,Si-Baek Seong,Canada,Vancouver 2010,2010
Short Track Speed Skating,1500m men,,Republic of Korea,Si-Baek Seong,Canada,Vancouver 2010,2010
Short Track Speed Skating,1000m men,,Republic of Korea,Si-Baek Seong,Canada,Vancouver 2010,2010
Short Track Speed Skating,500m men,,Canada,François-Louis TREMBLAY,Canada,Vancouver 2010,2010
Short Track Speed Skating,500m men,,Republic of Korea,Yun-Gi Gwak,Canada,Vancouver 2010,2010
Short Track Speed Skating,500m men,,Germany,Tyson HEUNG,Canada,Vancouver 2010,2010
Short Track Speed Skating,1500m men,,Germany,Tyson HEUNG,Canada,Vancouver 2010,2010
Short Track Speed Skating,1000m men,,Germany,Tyson HEUNG,Canada,Vancouver 2010,2010
Short Track Speed Skating,500m men,,Republic of Korea,Ho-Suk LEE,Canada,Vancouver 2010,2010
Short Track Speed Skating,1500m men,,Republic of Korea,Ho-Suk LEE,Canada,Vancouver 2010,2010
Short Track Speed Skating,1000m men,,Republic of Korea,Ho-Suk LEE,Canada,Vancouver 2010,2010
Short Track Speed Skating,500m men,,United States of America,Apolo Anton OHNO,Canada,Vancouver 2010,2010
Short Track Speed Skating,1500m men,,United States of America,Apolo Anton OHNO,Canada,Vancouver 2010,2010
Short Track Speed Skating,1000m men,,United States of America,Apolo Anton OHNO,Canada,Vancouver 2010,2010
Short Track Speed Skating,500m men,,People's Republic of China,Jialiang HAN,Canada,Vancouver 2010,2010
Short Track Speed Skating,1000m men,,People's Republic of China,Jialiang HAN,Canada,Vancouver 2010,2010
Short Track Speed Skating,500m men,,United States of America,Simon CHO,Canada,Vancouver 2010,2010
Short Track Speed Skating,500m men,,Japan,Jumpei YOSHIZAWA,Canada,Vancouver 2010,2010
Short Track Speed Skating,1500m men,,Japan,Jumpei YOSHIZAWA,Canada,Vancouver 2010,2010
Short Track Speed Skating,500m men,,Belgium,Pieter GYSEL,Canada,Vancouver 2010,2010
Short Track Speed Skating,1500m men,,Belgium,Pieter GYSEL,Canada,Vancouver 2010,2010
Short Track Speed Skating,1000m men,,Belgium,Pieter GYSEL,Canada,Vancouver 2010,2010
Short Track Speed Skating,500m men,,People's Republic of China,Yunfeng MA,Canada,Vancouver 2010,2010
Short Track Speed Skating,1000m men,,People's Republic of China,Yunfeng MA,Canada,Vancouver 2010,2010
Short Track Speed Skating,500m men,,Italy,Nicola RODIGARI,Canada,Vancouver 2010,2010
Short Track Speed Skating,1500m men,,Italy,Nicola RODIGARI,Canada,Vancouver 2010,2010
Short Track Speed Skating,1000m men,,Italy,Nicola RODIGARI,Canada,Vancouver 2010,2010
Short Track Speed Skating,500m men,,Italy,Nicolas BEAN,Canada,Vancouver 2010,2010
Short Track Speed Skating,1500m men,,Italy,Nicolas BEAN,Canada,Vancouver 2010,2010
Short Track Speed Skating,1000m men,,Italy,Nicolas BEAN,Canada,Vancouver 2010,2010
Short Track Speed Skating,500m men,,New Zealand,Blake SKJELLERUP,Canada,Vancouver 2010,2010
Short Track Speed Skating,1500m men,,New Zealand,Blake SKJELLERUP,Canada,Vancouver 2010,2010
Short Track Speed Skating,1000m men,,New Zealand,Blake SKJELLERUP,Canada,Vancouver 2010,2010
Short Track Speed Skating,500m men,,Hungary,Peter DARAZS,Canada,Vancouver 2010,2010
Short Track Speed Skating,1500m men,,Hungary,Peter DARAZS,Canada,Vancouver 2010,2010
Short Track Speed Skating,500m men,,Great Britain,Paul WORTH,Canada,Vancouver 2010,2010
Short Track Speed Skating,500m men,,Japan,Takahiro FUJIMOTO,Canada,Vancouver 2010,2010
Short Track Speed Skating,1500m men,,Japan,Takahiro FUJIMOTO,Canada,Vancouver 2010,2010
Short Track Speed Skating,1000m men,,Japan,Takahiro FUJIMOTO,Canada,Vancouver 2010,2010
Short Track Speed Skating,1500m men,,Republic of Korea,Jung-Su LEE,Canada,Vancouver 2010,2010
Short Track Speed Skating,1000m men,,Republic of Korea,Jung-Su LEE,Canada,Vancouver 2010,2010
Short Track Speed Skating,1500m men,,Germany,Sebastian PRAUS,Canada,Vancouver 2010,2010
Short Track Speed Skating,1500m men,,People's Republic of China,Xianwei LIU,Canada,Vancouver 2010,2010
Short Track Speed Skating,1500m men,,France,Jean-Charles MATTEI,Canada,Vancouver 2010,2010
Short Track Speed Skating,1500m men,,Great Britain,Anthony DOUGLAS,Canada,Vancouver 2010,2010
Short Track Speed Skating,1500m men,,Poland,Jakub JAWORSKI,Canada,Vancouver 2010,2010
Short Track Speed Skating,1500m men,,Germany,Paul HERRMANN,Canada,Vancouver 2010,2010
Short Track Speed Skating,1000m men,,Germany,Paul HERRMANN,Canada,Vancouver 2010,2010
Short Track Speed Skating,1500m men,,People's Republic of China,Weilong SONG,Canada,Vancouver 2010,2010
Short Track Speed Skating,1500m men,,Canada,Guillaume BASTILLE,Canada,Vancouver 2010,2010
Short Track Speed Skating,1500m women,,Republic of Korea,Eun-Byeol Lee,Canada,Vancouver 2010,2010
Short Track Speed Skating,500m women,,Republic of Korea,Eun-Byeol Lee,Canada,Vancouver 2010,2010
Short Track Speed Skating,1500m women,,Japan,Hiroko SADAKANE,Canada,Vancouver 2010,2010
Short Track Speed Skating,1500m women,,Bulgaria,Marina GEORGIEVA-NIKOLOVA,Canada,Vancouver 2010,2010
Short Track Speed Skating,500m women,,Bulgaria,Marina GEORGIEVA-NIKOLOVA,Canada,Vancouver 2010,2010
Short Track Speed Skating,1500m women,,Romania,Katalin KRISTO,Canada,Vancouver 2010,2010
Short Track Speed Skating,1500m women,,Italy,Katia ZINI,Canada,Vancouver 2010,2010
Short Track Speed Skating,1500m women,,Hungary,Rozsa DARAZS,Canada,Vancouver 2010,2010
Short Track Speed Skating,500m women,,Great Britain,Sarah LINDSAY,Canada,Vancouver 2010,2010
Short Track Speed Skating,500m women,,People's Republic of China,Nannan ZHAO,Canada,Vancouver 2010,2010
Short Track Speed Skating,1000m men,,United States of America,Travis JAYNER,Canada,Vancouver 2010,2010
Short Track Speed Skating,1000m men,,Australia,Lachlan HAY,Canada,Vancouver 2010,2010
Short Track Speed Skating,1000m men,,Great Britain,Tom IVESON,Canada,Vancouver 2010,2010
Short Track Speed Skating,1000m men,,Bulgaria,Assen PANDOV,Canada,Vancouver 2010,2010
Figure skating,Ice dancing mixed,,Canada,Tessa VIRTUE,Canada,Vancouver 2010,2010
Figure skating,Ice dancing mixed,,Canada,Scott MOIR,Canada,Vancouver 2010,2010
Figure skating,Pairs mixed,,People's Republic of China,Xue SHEN,Canada,Vancouver 2010,2010
Figure skating,Pairs mixed,,People's Republic of China,Hongbo ZHAO,Canada,Vancouver 2010,2010
Figure skating,Pairs mixed,,People's Republic of China,Qing PANG,Canada,Vancouver 2010,2010
Figure skating,Pairs mixed,,People's Republic of China,Jian TONG,Canada,Vancouver 2010,2010
Figure skating,Pairs mixed,,Germany,Aljona SAVCHENKO,Canada,Vancouver 2010,2010
Figure skating,Pairs mixed,,Germany,Robin SZOLKOWY,Canada,Vancouver 2010,2010
Figure skating,Ice dancing mixed,,Russian Federation,Oksana DOMNINA,Canada,Vancouver 2010,2010
Figure skating,Ice dancing mixed,,Russian Federation,Maxim SHABALIN,Canada,Vancouver 2010,2010
Figure skating,Ice dancing mixed,,United States of America,Meryl DAVIS,Canada,Vancouver 2010,2010
Figure skating,Ice dancing mixed,,United States of America,Charlie WHITE,Canada,Vancouver 2010,2010
Speed skating,Team pursuit men,,Italy,,Italy,Turin 2006,2006
Speed skating,Team pursuit men,,Canada,,Italy,Turin 2006,2006
Speed skating,Team pursuit men,,Netherlands,,Italy,Turin 2006,2006
Speed skating,Team pursuit men,,Norway,,Italy,Turin 2006,2006
Speed skating,Team pursuit men,,Russian Federation,,Italy,Turin 2006,2006
Speed skating,Team pursuit men,,United States of America,,Italy,Turin 2006,2006
Speed skating,Team pursuit men,,Germany,,Italy,Turin 2006,2006
Speed skating,Team pursuit men,,Japan,,Italy,Turin 2006,2006
Speed skating,Team pursuit women,,Germany,,Italy,Turin 2006,2006
Speed skating,Team pursuit women,,Canada,,Italy,Turin 2006,2006
Speed skating,Team pursuit women,,Russian Federation,,Italy,Turin 2006,2006
Speed skating,Team pursuit women,,Japan,,Italy,Turin 2006,2006
Speed skating,Team pursuit women,,United States of America,,Italy,Turin 2006,2006
Speed skating,Team pursuit women,,Netherlands,,Italy,Turin 2006,2006
Speed skating,Team pursuit women,,Norway,,Italy,Turin 2006,2006
Speed skating,Team pursuit women,,People's Republic of China,,Italy,Turin 2006,2006
Figure skating,Pairs mixed,"[('Tatyana Totmyanina', None), ('Maxim MARININ', 'https://olympics.com/en/athletes/maxim-marinin')]",Russian Federation,,Italy,Turin 2006,2006
Figure skating,Pairs mixed,"[('Dan ZHANG', 'https://olympics.com/en/athletes/dan-zhang-1'), ('Hao ZHANG', 'https://olympics.com/en/athletes/hao-zhang-1')]",People's Republic of China,,Italy,Turin 2006,2006
Figure skating,Pairs mixed,"[('Xue SHEN', 'https://olympics.com/en/athletes/xue-shen'), ('Hongbo ZHAO', 'https://olympics.com/en/athletes/hongbo-zhao')]",People's Republic of China,,Italy,Turin 2006,2006
Figure skating,Pairs mixed,"[('Qing PANG', 'https://olympics.com/en/athletes/qing-pang'), ('Jian TONG', 'https://olympics.com/en/athletes/jian-tong')]",People's Republic of China,,Italy,Turin 2006,2006
Figure skating,Pairs mixed,"[('Maria PETROVA', 'https://olympics.com/en/athletes/maria-petrova'), ('Alexei TIKHONOV', 'https://olympics.com/en/athletes/alexei-tikhonov')]",Russian Federation,,Italy,Turin 2006,2006
Figure skating,Pairs mixed,"[('Julia OBERTAS', 'https://olympics.com/en/athletes/julia-obertas'), ('Sergei SLAVNOV', 'https://olympics.com/en/athletes/sergei-slavnov')]",Russian Federation,,Italy,Turin 2006,2006
Figure skating,Pairs mixed,"[('Aljona SAVCHENKO', 'https://olympics.com/en/athletes/aliona-savchenko'), ('Robin SZOLKOWY', 'https://olympics.com/en/athletes/robin-szolkowy')]",Germany,,Italy,Turin 2006,2006
Figure skating,Pairs mixed,"[('Eva-Maria FITZE', 'https://olympics.com/en/athletes/eva-maria-fitze'), ('Rico REX', 'https://olympics.com/en/athletes/rico-rex')]",Germany,,Italy,Turin 2006,2006
Figure skating,Pairs mixed,"[('Rena INOUE', 'https://olympics.com/en/athletes/rena-inoue'), ('John BALDWIN', 'https://olympics.com/en/athletes/john-baldwin')]",United States of America,,Italy,Turin 2006,2006
Figure skating,Pairs mixed,"[('Marcy HINZMANN', 'https://olympics.com/en/athletes/marcy-hinzmann'), ('Aaron PARCHEM', 'https://olympics.com/en/athletes/aaron-parchem')]",United States of America,,Italy,Turin 2006,2006
Figure skating,Pairs mixed,"[('Dorota ZAGORSKA', 'https://olympics.com/en/athletes/dorota-zagorska'), ('Mariusz SIUDEK', 'https://olympics.com/en/athletes/mariusz-siudek')]",Poland,,Italy,Turin 2006,2006
Figure skating,Pairs mixed,"[('Jessica DUBE', 'https://olympics.com/en/athletes/jessica-dube'), ('Bryce DAVISON', 'https://olympics.com/en/athletes/bryce-davison')]",Canada,,Italy,Turin 2006,2006
Figure skating,Pairs mixed,"[('Valerie MARCOUX', 'https://olympics.com/en/athletes/valerie-marcoux'), ('Craig BUNTIN', 'https://olympics.com/en/athletes/craig-buntin')]",Canada,,Italy,Turin 2006,2006
Figure skating,Pairs mixed,"[('Tatiana VOLOSOZHAR', 'https://olympics.com/en/athletes/tatiana-volosozhar'), ('Stanislav MOROZOV', 'https://olympics.com/en/athletes/stanislav-morozov')]",Ukraine,,Italy,Turin 2006,2006
Figure skating,Pairs mixed,"[('Yuliya Bilohlazova', None), ('Andrei BEKH', 'https://olympics.com/en/athletes/andrei-bekh')]",Ukraine,,Italy,Turin 2006,2006
Figure skating,Pairs mixed,"[('Marylin PLA', 'https://olympics.com/en/athletes/marylin-pla'), ('Yannick BONHEUR', 'https://olympics.com/en/athletes/yannick-bonheur')]",France,,Italy,Turin 2006,2006
Figure skating,Pairs mixed,"[('Marina AGANINA', 'https://olympics.com/en/athletes/marina-aganina'), ('Artem KNYAZEV', 'https://olympics.com/en/athletes/artem-knyazev')]",Uzbekistan,,Italy,Turin 2006,2006
Figure skating,Pairs mixed,"[('Diana RENNIK', 'https://olympics.com/en/athletes/diana-rennik'), ('Aleksei SAKS', 'https://olympics.com/en/athletes/aleksei-saks')]",Estonia,,Italy,Turin 2006,2006
Figure skating,Pairs mixed,"[('Rumyana Spasova', None), ('Stanimir TODOROV', 'https://olympics.com/en/athletes/stanimir-todorov')]",Bulgaria,,Italy,Turin 2006,2006
Figure skating,Pairs mixed,"[('Yong Myong PHYO', 'https://olympics.com/en/athletes/yong-myong-phyo'), ('Yong Hyok JONG', 'https://olympics.com/en/athletes/yong-hyok-jong')]",Democratic People's Republic of Korea,,Italy,Turin 2006,2006
Figure skating,Ice dancing mixed,"[('Tatyana NAVKA', 'https://olympics.com/en/athletes/tatyana-navka'), ('Roman KOSTOMAROV', 'https://olympics.com/en/athletes/roman-kostomarov')]",Russian Federation,,Italy,Turin 2006,2006
